id,kanji,reading,char,on,kun,strokes
1705,卸す,おろす,卸,シャ,おろ.す・おろし・おろ.し,9
1706,飼う,かう,飼,シ,か.う,13
1707,帰す,かえす,帰,キ,かえ.る・かえ.す・おく.る・とつ.ぐ,10
1708,代える,かえる,代,ダイ・タイ,か.わる・かわ.る・かわ.り・か.わり・-がわ.り・-が.わり・か.える・よ・しろ,5
1709,替える,かえる,替,タイ,か.える・か.え-・か.わる,12
1710,換える,かえる,換,カン,か.える・-か.える・か.わる,12
1711,反る,かえる,反,ハン・ホン・タン・ホ,そ.る・そ.らす・かえ.す・かえ.る・-かえ.る,4
1712,抱える,かかえる,抱,ホウ,だ.く・いだ.く・かか.える,8
1713,輝く,かがやく,輝,キ,かがや.く,15
1714,罹る,かかる,罹,リ・ラ,かか.る,16
1715,限る,かぎる,限,ゲン,かぎ.る・かぎ.り・-かぎ.り,9
1716,掻く,かく,掻,ソウ,か.く,11
1717,描く,かく,描,ビョウ,えが.く・か.く,11
1718,嗅ぐ,かぐ,嗅,キュウ,か.ぐ,13
1719,隠す,かくす,隠,イン・オン,かく.す・かく.し・かく.れる・よ.る,14
1720,隠れる,かくれる,隠,イン・オン,かく.す・かく.し・かく.れる・よ.る,14
1721,欠ける,かける,欠,ケツ・ケン,か.ける・か.く,4
1722,囲む,かこむ,囲,イ,かこ.む・かこ.う・かこ.い,7
1723,重なる,かさなる,重,ジュウ・チョウ,え・おも.い・おも.り・おも.なう・かさ.ねる・かさ.なる・おも,9
1724,重ねる,かさねる,重,ジュウ・チョウ,え・おも.い・おも.り・おも.なう・かさ.ねる・かさ.なる・おも,9
1725,稼ぐ,かせぐ,稼,カ,かせ.ぐ,15
1726,数える,かぞえる,数,スウ・ス・サク・ソク・シュ,かず・かぞ.える・しばしば・せ.める・わずらわ.しい,13
1727,片付く,かたづく,片,ヘン,かた-・かた,4
1727,片付く,かたづく,付,フ,つ.ける・-つ.ける・-づ.ける・つ.け・つ.け-・-つ.け・-づ.け・-づけ・つ.く・-づ.く・つ.き・-つ.き・-つき・-づ.き・-づき,5
1728,語る,かたる,語,ゴ,かた.る・かた.らう,14
1730,悲しむ,かなしむ,悲,ヒ,かな.しい・かな.しむ,12
1731,被る,かぶる,被,ヒ,こうむ.る・おお.う・かぶ.る・かぶ.せる,10
1732,刈る,かる,刈,ガイ・カイ,か.る,4
1733,乾かす,かわかす,乾,カン・ケン,かわ.く・かわ.かす・ほ.す・ひ.る・いぬい,11
1734,渇く,かわく,渇,カツ,かわ.く,11
1735,代る,かわる,代,ダイ・タイ,か.わる・かわ.る・かわ.り・か.わり・-がわ.り・-が.わり・か.える・よ・しろ,5
1736,感じる,かんじる,感,カン,,13
1737,関する,かんする,関,カン,せき・-ぜき・かか.わる・からくり・かんぬき,14
1738,効く,きく,効,コウ,き.く・ききめ・なら.う,8
1739,気付く,きづく,気,キ・ケ,いき・き,6
1739,気付く,きづく,付,フ,つ.ける・-つ.ける・-づ.ける・つ.け・つ.け-・-つ.け・-づ.け・-づけ・つ.く・-づ.く・つ.き・-つ.き・-つき・-づ.き・-づき,5
1740,嫌う,きらう,嫌,ケン・ゲン,きら.う・きら.い・いや,13
1741,切れる,きれる,切,セツ・サイ,き.る・-き.る・き.り・-き.り・-ぎ.り・き.れる・-き.れる・き.れ・-き.れ・-ぎ.れ,4
1742,食う,くう,食,ショク・ジキ,く.う・く.らう・た.べる・は.む,9
1743,腐る,くさる,腐,フ,くさ.る・-くさ.る・くさ.れる・くさ.れ・くさ.らす・くさ.す,14
1744,下る,くだる,下,カ・ゲ,した・しも・もと・さ.げる・さ.がる・くだ.る・くだ.り・くだ.す・-くだ.す・くだ.さる・お.ろす・お.りる,3
1745,組む,くむ,組,ソ,く.む・くみ・-ぐみ,11
1746,汲む,くむ,汲,キュウ,く.む,7
1747,酌む,くむ,酌,シャク,く.む,10
1748,暮らす,くらす,暮,ボ,く.れる・く.らす,14
1749,繰り返す,くりかえす,繰,ソウ,く.る,19
1749,繰り返す,くりかえす,返,ヘン,かえ.す・-かえ.す・かえ.る・-かえ.る,7
1750,狂う,くるう,狂,キョウ,くる.う・くる.おしい・くるお.しい,7
1751,苦しむ,くるしむ,苦,ク,くる.しい・-ぐる.しい・くる.しむ・くる.しめる・にが.い・にが.る,8
1752,加える,くわえる,加,カ,くわ.える・くわ.わる,5
1753,咥える,くわえる,咥,テツ・キ,か.む・くわ.える,9
1754,加わる,くわわる,加,カ,くわ.える・くわ.わる,5
1755,蹴る,ける,蹴,シュク・シュウ,け.る,19
1756,越える,こえる,越,エツ・オツ,こ.す・-こ.す・-ご.し・こ.える・-ご.え,12
1757,超える,こえる,超,チョウ,こ.える・こ.す,12
1758,凍る,こおる,凍,トウ,こお.る・こご.える・こご.る・い.てる・し.みる,10
1759,越す,こす,越,エツ・オツ,こ.す・-こ.す・-ご.し・こ.える・-ご.え,12
1760,超す,こす,超,チョウ,こ.える・こ.す,12
1761,異なる,ことなる,異,イ,こと・こと.なる・け,11
1762,断る,ことわる,断,ダン,た.つ・ことわ.る・さだ.める,11
1763,好む,このむ,好,コウ,この.む・す.く・よ.い・い.い,6
1764,殺す,ころす,殺,サツ・サイ・セツ,ころ.す・-ごろ.し・そ.ぐ・あや.める,10
1765,転ぶ,ころぶ,転,テン,ころ.がる・ころ.げる・ころ.がす・ころ.ぶ・まろ.ぶ・うたた・うつ.る・くる.めく,11
1766,逆らう,さからう,逆,ギャク・ゲキ,さか・さか.さ・さか.らう,9
1767,裂く,さく,裂,レツ,さ.く・さ.ける・-ぎ.れ,12
1768,叫ぶ,さけぶ,叫,キョウ,さけ.ぶ,6
1769,避ける,さける,避,ヒ,さ.ける・よ.ける,16
1770,支える,ささえる,支,シ,ささ.える・つか.える・か.う,4
1771,刺さる,ささる,刺,シ,さ.す・さ.さる・さ.し・さし・とげ,8
1772,刺す,さす,刺,シ,さ.す・さ.さる・さ.し・さし・とげ,8
1773,指す,さす,指,シ,ゆび・さ.す・-さ.し,9
1774,挿す,さす,挿,ソウ,さ.す・はさ.む,10
1775,注す,さす,注,チュウ,そそ.ぐ・さ.す・つ.ぐ,8
1776,射す,さす,射,シャ,い.る・さ.す・う.つ,10
1777,誘う,さそう,誘,ユウ,さそ.う・いざな.う,14
1778,守る,まもる,守,シュ・ス,まも.る・まも.り・もり・-もり・かみ,6
1779,迷う,まよう,迷,メイ,まよ.う,9
1780,満ちる,みちる,満,マン・バン,み.ちる・み.つ・み.たす,12
1781,認める,みとめる,認,ニン,みと.める・したた.める,14
1782,診る,みる,診,シン,み.る,12
1783,向く,むく,向,コウ,む.く・む.い・-む.き・む.ける・-む.け・む.かう・む.かい・む.こう・む.こう-・むこ・むか.い,6
1784,剥く,むく,剥,ハク・ホク,へ.ぐ・へず.る・む.く・む.ける・は.がれる・は.ぐ・は.げる・は.がす,10
1785,向ける,むける,向,コウ,む.く・む.い・-む.き・む.ける・-む.け・む.かう・む.かい・む.こう・む.こう-・むこ・むか.い,6
1786,蒸す,むす,蒸,ジョウ・セイ,む.す・む.れる・む.らす,13
1787,結ぶ,むすぶ,結,ケツ・ケチ,むす.ぶ・ゆ.う・ゆ.わえる,12
1788,命じる,めいじる,命,メイ・ミョウ,いのち,8
1789,申し込む,もうしこむ,申,シン,もう.す・もう.し-・さる,5
1789,申し込む,もうしこむ,込,,-こ.む・こ.む・こ.み・-こ.み・こ.める,5
1790,燃える,もえる,燃,ネン,も.える・も.やす・も.す,16
1791,持ち上げる,もちあげる,持,ジ,も.つ・-も.ち・も.てる,9
1791,持ち上げる,もちあげる,上,ジョウ・ショウ・シャン,うえ・-うえ・うわ-・かみ・あ.げる・-あ.げる・あ.がる・-あ.がる・あ.がり・-あ.がり・のぼ.る・のぼ.り・のぼ.せる・のぼ.す・たてまつ.る,3
1792,用いる,もちいる,用,ヨウ,もち.いる,5
1793,戻す,もどす,戻,レイ,もど.す・もど.る,7
1794,基づく,もとづく,基,キ,もと・もとい,11
1795,求める,もとめる,求,キュウ・グ,もと.める,7
1796,燃やす,もやす,燃,ネン,も.える・も.やす・も.す,16
1797,訳す,やくす,訳,ヤク,わけ,11
1798,雇う,やとう,雇,コ,やと.う,12
1799,破る,やぶる,破,ハ,やぶ.る・やぶ.れる・わ.れる,10
1800,破れる,やぶれる,破,ハ,やぶ.る・やぶ.れる・わ.れる,10
1801,辞める,やめる,辞,ジ,や.める・いな.む,13
1802,譲る,ゆずる,譲,ジョウ,ゆず.る,20
1803,茹でる,ゆでる,茹,ジョ・ニョ,ゆ.でる・う.でる,9
1804,許す,ゆるす,許,キョ,ゆる.す・もと,11
1805,酔う,よう,酔,スイ,よ.う・よ.い・よ,11
1806,横切る,よこぎる,横,オウ,よこ,15
1806,横切る,よこぎる,切,セツ・サイ,き.る・-き.る・き.り・-き.り・-ぎ.り・き.れる・-き.れる・き.れ・-き.れ・-ぎ.れ,4
1807,汚す,よごす,汚,オ,けが.す・けが.れる・けが.らわしい・よご.す・よご.れる・きたな.い,6
1808,止す,よす,止,シ,と.まる・-ど.まり・と.める・-と.める・-ど.め・とど.める・とど.め・とど.まる・や.める・や.む・-や.む・よ.す・-さ.す・-さ.し,4
1809,寄せる,よせる,寄,キ,よ.る・-よ.り・よ.せる,11
1810,因る,よる,因,イン,よ.る・ちな.む,6
1811,論じる,ろんじる,論,ロン,あげつら.う,15
1812,分かれる,わかれる,分,ブン・フン・ブ,わ.ける・わ.け・わ.かれる・わ.かる・わ.かつ,4
1813,湧く,わく,湧,ユウ・ヨウ・ユ,わ.く,12
1814,分ける,わける,分,ブン・フン・ブ,わ.ける・わ.け・わ.かれる・わ.かる・わ.かつ,4
1815,割る,わる,割,カツ,わ.る・わり・わ.り・わ.れる・さ.く,12
1816,宛てる,あてる,宛,エン,あ.てる・-あて・-づつ・あたか.も,8
1817,傷める,いためる,傷,ショウ,きず・いた.む・いた.める,13
1818,炒める,いためる,炒,ソウ・ショウ,い.る・いた.める,8
1819,埋まる,うまる,埋,マイ,う.める・う.まる・う.もれる・うず.める・うず.まる・い.ける,10
1820,産む,うむ,産,サン,う.む・う.まれる・うぶ-・む.す,11
1821,負う,おう,負,フ,ま.ける・ま.かす・お.う,9
1822,織る,おる,織,ショク・シキ,お.る・お.り・おり・-おり・-お.り,18
1823,欠く,かく,欠,ケツ・ケン,か.ける・か.く,4
1824,駆ける,かける,駆,ク,か.ける・か.る,14
1825,賭ける,かける,賭,ト,か.ける・かけ,15
1826,築く,きずく,築,チク,きず.く,16
1827,攻める,せめる,攻,コウ,せ.める,7
1828,責める,せめる,責,セキ,せ.める,11
1829,注ぐ,そそぐ,注,チュウ,そそ.ぐ・さ.す・つ.ぐ,8
1830,育つ,そだつ,育,イク,そだ.つ・そだ.ち・そだ.てる・はぐく.む,8
1831,備える,そなえる,備,ビ,そな.える・そな.わる・つぶさ.に,12
1832,具える,そなえる,具,グ,そな.える・つぶさ.に,8
1833,揃う,そろう,揃,セン,そろ.える・そろ.う・そろ.い・き.る,12
1834,揃える,そろえる,揃,セン,そろ.える・そろ.う・そろ.い・き.る,12
1835,対する,たいする,対,タイ・ツイ,あいて・こた.える・そろ.い・つれあ.い・なら.ぶ・むか.う,7
1836,倒す,たおす,倒,トウ,たお.れる・-だお.れ・たお.す・さかさま・さかさ・さかしま,10
1837,高める,たかめる,高,コウ,たか.い・たか・-だか・たか.まる・たか.める,10
1838,炊く,たく,炊,スイ,た.く・-だ.き,8
1839,焚く,たく,焚,フン・ホン・ハン,た.く・や.く・やきがり,12
1840,抱く,だく,抱,ホウ,だ.く・いだ.く・かか.える,8
1841,確かめる,たしかめる,確,カク・コウ,たし.か・たし.かめる,15
1842,助かる,たすかる,助,ジョ,たす.ける・たす.かる・す.ける・すけ,7
1843,助ける,たすける,助,ジョ,たす.ける・たす.かる・す.ける・すけ,7
1844,戦う,たたかう,戦,セン,いくさ・たたか.う・おのの.く・そよ.ぐ・わなな.く,13
1845,叩く,たたく,叩,コウ,たた.く・はた.く・すぎ,5
1846,畳む,たたむ,畳,ジョウ・チョウ,たた.む・たたみ・かさ.なる,12
1847,立ち上がる,たちあがる,立,リツ・リュウ・リットル,た.つ・-た.つ・た.ち-・た.てる・-た.てる・た.て-・たて-・-た.て・-だ.て・-だ.てる,5
1847,立ち上がる,たちあがる,上,ジョウ・ショウ・シャン,うえ・-うえ・うわ-・かみ・あ.げる・-あ.げる・あ.がる・-あ.がる・あ.がり・-あ.がり・のぼ.る・のぼ.り・のぼ.せる・のぼ.す・たてまつ.る,3
1848,建つ,たつ,建,ケン・コン,た.てる・た.て・-だ.て・た.つ,9
1849,経つ,たつ,経,ケイ・キョウ・キン,へ.る・た.つ・たていと・はか.る・のり,11
1850,達する,たっする,達,タツ・ダ,-たち,12
1851,騙す,だます,騙,ヘン,かた.る・だま.す,19
1852,溜まる,たまる,溜,リュウ,た.まる・たま.る・た.める・したた.る・たまり・ため,13
1853,黙る,だまる,黙,モク・ボク,だま.る・もだ.す,15
1854,試す,ためす,試,シ,こころ.みる・ため.す,13
1855,溜める,ためる,溜,リュウ,た.まる・たま.る・た.める・したた.る・たまり・ため,13
1856,頼る,たよる,頼,ライ,たの.む・たの.もしい・たよ.る,16
1857,散らす,ちらす,散,サン,ち.る・ち.らす・-ち.らす・ち.らかす・ち.らかる・ち.らばる・ばら・ばら.ける,12
1858,散る,ちる,散,サン,ち.る・ち.らす・-ち.らす・ち.らかす・ち.らかる・ち.らばる・ばら・ばら.ける,12
1859,通じる,つうじる,通,ツウ・ツ,とお.る・とお.り・-とお.り・-どお.り・とお.す・とお.し・-どお.し・かよ.う,10
1860,捕まる,つかまる,捕,ホ,と.らえる・と.らわれる・と.る・とら.える・とら.われる・つか.まえる・つか.まる,10
1861,掴む,つかむ,掴,カク,つか.む・つか.まえる・つか.まる,11
1862,付合う,つきあう,付,フ,つ.ける・-つ.ける・-づ.ける・つ.け・つ.け-・-つ.け・-づ.け・-づけ・つ.く・-づ.く・つ.き・-つ.き・-つき・-づ.き・-づき,5
1862,付合う,つきあう,合,ゴウ・ガッ・カッ,あ.う・-あ.う・あ.い・あい-・-あ.い・-あい・あ.わす・あ.わせる・-あ.わせる,6
1863,付く,つく,付,フ,つ.ける・-つ.ける・-づ.ける・つ.け・つ.け-・-つ.け・-づ.け・-づけ・つ.く・-づ.く・つ.き・-つ.き・-つき・-づ.き・-づき,5
1864,就く,つく,就,シュウ・ジュ,つ.く・つ.ける,12
1865,突く,つく,突,トツ・カ,つ.く,8
1866,次ぐ,つぐ,次,ジ・シ,つ.ぐ・つぎ,6
1867,注ぐ,つぐ,注,チュウ,そそ.ぐ・さ.す・つ.ぐ,8
1868,付ける,つける,付,フ,つ.ける・-つ.ける・-づ.ける・つ.け・つ.け-・-つ.け・-づ.け・-づけ・つ.く・-づ.く・つ.き・-つ.き・-つき・-づ.き・-づき,5
1869,着ける,つける,着,チャク・ジャク,き.る・き.せる・つ.く・つ.ける,12
1870,伝わる,つたわる,伝,デン・テン,つた.わる・つた.える・つた.う・つだ.う・-づた.い・つて,6
1871,繋がる,つながる,繋,ケイ,つな.ぐ・かか.る・か.ける,17
1872,繋ぐ,つなぐ,繋,ケイ,つな.ぐ・かか.る・か.ける,17
1873,繋げる,つなげる,繋,ケイ,つな.ぐ・かか.る・か.ける,17
1874,積む,つむ,積,セキ,つ.む・-づ.み・つ.もる・つ.もり,16
1875,詰める,つめる,詰,キツ・キチ,つ.める・つ.め・-づ.め・つ.まる・つ.む,13
1876,積もる,つもる,積,セキ,つ.む・-づ.み・つ.もる・つ.もり,16
1877,出会う,であう,出,シュツ・スイ,で.る・-で・だ.す・-だ.す・い.でる・い.だす,5
1877,出会う,であう,会,カイ・エ,あ.う・あ.わせる・あつ.まる,6
1878,適する,てきする,適,テキ,かな.う,14
1879,通す,とおす,通,ツウ・ツ,とお.る・とお.り・-とお.り・-どお.り・とお.す・とお.し・-どお.し・かよ.う,10
1880,通り過ぎる,とおりすぎる,通,ツウ・ツ,とお.る・とお.り・-とお.り・-どお.り・とお.す・とお.し・-どお.し・かよ.う,10
1880,通り過ぎる,とおりすぎる,過,カ,す.ぎる・す.ごす・あやま.ち・あやま.つ・よぎ.る・よ.ぎる,12
1881,溶く,とく,溶,ヨウ,と.ける・と.かす・と.く,13
1882,解く,とく,解,カイ・ゲ,と.く・と.かす・と.ける・ほど.く・ほぐ.す・わか.る・さと.る,13
1883,退く,どく,退,タイ,しりぞ.く・しりぞ.ける・ひ.く・の.く・の.ける・ど.く,9
1884,溶ける,とける,溶,ヨウ,と.ける・と.かす・と.く,13
1885,解ける,とける,解,カイ・ゲ,と.く・と.かす・と.ける・ほど.く・ほぐ.す・わか.る・さと.る,13
1886,閉じる,とじる,閉,ヘイ,と.じる・と.ざす・し.める・し.まる・た.てる,11
1887,届く,とどく,届,カイ,とど.ける・-とど.け・とど.く,8
1888,飛ばす,とばす,飛,ヒ,と.ぶ・と.ばす・-と.ばす,9
1889,飛び出す,とびだす,飛,ヒ,と.ぶ・と.ばす・-と.ばす,9
1889,飛び出す,とびだす,出,シュツ・スイ,で.る・-で・だ.す・-だ.す・い.でる・い.だす,5
1890,留める,とめる,留,リュウ・ル,と.める・と.まる・とど.める・とど.まる・るうぶる,10
1891,泊める,とめる,泊,ハク,と.まる・と.める,8
1892,取り上げる,とりあげる,取,シュ,と.る・と.り・と.り-・とり・-ど.り,8
1892,取り上げる,とりあげる,上,ジョウ・ショウ・シャン,うえ・-うえ・うわ-・かみ・あ.げる・-あ.げる・あ.がる・-あ.がる・あ.がり・-あ.がり・のぼ.る・のぼ.り・のぼ.せる・のぼ.す・たてまつ.る,3
1893,取れる,とれる,取,シュ,と.る・と.り・と.り-・とり・-ど.り,8
1894,流す,ながす,流,リュウ・ル,なが.れる・なが.れ・なが.す・-なが.す,10
1895,眺める,ながめる,眺,チョウ,なが.める,11
1896,流れる,ながれる,流,リュウ・ル,なが.れる・なが.れ・なが.す・-なが.す,10
1897,亡くす,なくす,亡,ボウ・モウ,な.い・な.き-・ほろ.びる・ほろ.ぶ・ほろ.ぼす,3
1898,殴る,なぐる,殴,オウ,なぐ.る,8
1899,怠ける,なまける,怠,タイ,おこた.る・なま.ける,9
1900,悩む,なやむ,悩,ノウ,なや.む・なや.ます・なや.ましい・なやみ,10
1901,鳴らす,ならす,鳴,メイ,な.く・な.る・な.らす,14
1902,為る,なる,為,イ,ため・な.る・な.す・す.る・たり・つく.る・なり,9
1903,生る,なる,生,セイ・ショウ,い.きる・い.かす・い.ける・う.まれる・うま.れる・う.まれ・うまれ・う.む・お.う・は.える・は.やす・き・なま・なま-・な.る・な.す・む.す・-う,5
1904,馴れる,なれる,馴,ジュン・シュン・クン,な.れる・な.らす・したが.う,13
1905,似合う,にあう,似,ジ,に.る・ひ.る,7
1905,似合う,にあう,合,ゴウ・ガッ・カッ,あ.う・-あ.う・あ.い・あい-・-あ.い・-あい・あ.わす・あ.わせる・-あ.わせる,6
1906,煮える,にえる,煮,シャ,に.る・-に・に.える・に.やす,12
1907,握る,にぎる,握,アク,にぎ.る,12
1908,煮る,にる,煮,シャ,に.る・-に・に.える・に.やす,12
1909,抜く,ぬく,抜,バツ・ハツ・ハイ,ぬ.く・-ぬ.く・ぬ.き・ぬ.ける・ぬ.かす・ぬ.かる,7
1910,抜ける,ぬける,抜,バツ・ハツ・ハイ,ぬ.く・-ぬ.く・ぬ.き・ぬ.ける・ぬ.かす・ぬ.かる,7
1911,濡らす,ぬらす,濡,ジュ・ニュ,ぬれ.る・ぬら.す・ぬ.れる・ぬ.らす・うるお.い・うるお.う・うるお.す,17
1912,願う,ねがう,願,ガン,ねが.う・-ねがい,19
1913,残す,のこす,残,ザン・サン,のこ.る・のこ.す・そこな.う・のこ.り,10
1914,乗せる,のせる,乗,ジョウ・ショウ,の.る・-の.り・の.せる,9
1915,載せる,のせる,載,サイ,の.せる・の.る,13
1916,覗く,のぞく,覗,シ,のぞ.く・うかが.う,12
1917,除く,のぞく,除,ジョ・ジ,のぞ.く・-よ.け,10
1918,望む,のぞむ,望,ボウ・モウ,のぞ.む・もち,11
1919,伸ばす,のばす,伸,シン,の.びる・の.ばす・の.べる・の.す,7
1920,延ばす,のばす,延,エン,の.びる・の.べる・の.べ・の.ばす,8
1921,伸びる,のびる,伸,シン,の.びる・の.ばす・の.べる・の.す,7
1922,延びる,のびる,延,エン,の.びる・の.べる・の.べ・の.ばす,8
1923,述べる,のべる,述,ジュツ,の.べる,8
1924,上る,のぼる,上,ジョウ・ショウ・シャン,うえ・-うえ・うわ-・かみ・あ.げる・-あ.げる・あ.がる・-あ.がる・あ.がり・-あ.がり・のぼ.る・のぼ.り・のぼ.せる・のぼ.す・たてまつ.る,3
1925,昇る,のぼる,昇,ショウ,のぼ.る,8
1926,載る,のる,載,サイ,の.せる・の.る,13
1927,生える,はえる,生,セイ・ショウ,い.きる・い.かす・い.ける・う.まれる・うま.れる・う.まれ・うまれ・う.む・お.う・は.える・は.やす・き・なま・なま-・な.る・な.す・む.す・-う,5
1928,計る,はかる,計,ケイ,はか.る・はか.らう,9
1929,量る,はかる,量,リョウ,はか.る,12
1930,測る,はかる,測,ソク,はか.る,12
1931,掃く,はく,掃,ソウ・シュ,は.く,11
1932,吐く,はく,吐,ト,は.く・つ.く,6
1933,外す,はずす,外,ガイ・ゲ,そと・ほか・はず.す・はず.れる・と-,5
1934,外れる,はずれる,外,ガイ・ゲ,そと・ほか・はず.す・はず.れる・と-,5
1935,罰する,ばっする,罰,バツ・バチ・ハツ,ばっ.する,14
1936,話し合う,はなしあう,話,ワ,はな.す・はなし,13
1936,話し合う,はなしあう,合,ゴウ・ガッ・カッ,あ.う・-あ.う・あ.い・あい-・-あ.い・-あい・あ.わす・あ.わせる・-あ.わせる,6
1937,離す,はなす,離,リ,はな.れる・はな.す,19
1938,放す,はなす,放,ホウ,はな.す・-っぱな.し・はな.つ・はな.れる・こ.く・ほう.る,8
1939,離れる,はなれる,離,リ,はな.れる・はな.す,19
1940,放れる,はなれる,放,ホウ,はな.す・-っぱな.し・はな.つ・はな.れる・こ.く・ほう.る,8
1941,省く,はぶく,省,セイ・ショウ,かえり.みる・はぶ.く,9
1942,流行る,はやる,流,リュウ・ル,なが.れる・なが.れ・なが.す・-なが.す,10
1942,流行る,はやる,行,コウ・ギョウ・アン,い.く・ゆ.く・-ゆ.き・-ゆき・-い.き・-いき・おこな.う・おこ.なう,6
1943,引っ張る,ひっぱる,引,イン,ひ.く・ひ.ける,4
1943,引っ張る,ひっぱる,張,チョウ,は.る・-は.り・-ば.り,11
1944,冷やす,ひやす,冷,レイ,つめ.たい・ひ.える・ひ.や・ひ.ややか・ひ.やす・ひ.やかす・さ.める・さ.ます,7
1945,広がる,ひろがる,広,コウ,ひろ.い・ひろ.まる・ひろ.める・ひろ.がる・ひろ.げる,5
1946,広げる,ひろげる,広,コウ,ひろ.い・ひろ.まる・ひろ.める・ひろ.がる・ひろ.げる,5
1947,広める,ひろめる,広,コウ,ひろ.い・ひろ.まる・ひろ.める・ひろ.がる・ひろ.げる,5
1948,深まる,ふかまる,深,シン,ふか.い・-ぶか.い・ふか.まる・ふか.める・み-,11
1949,拭く,ふく,拭,ショク・シキ,ぬぐ.う・ふ.く,9
1950,含む,ふくむ,含,ガン,ふく.む・ふく.める,7
1951,含める,ふくめる,含,ガン,ふく.む・ふく.める,7
1952,防ぐ,ふせぐ,防,ボウ,ふせ.ぐ,7
1953,打つ,ぶつ,打,ダ・ダース,う.つ・う.ち-・ぶ.つ,5
1955,増やす,ふやす,増,ゾウ,ま.す・ま.し・ふ.える・ふ.やす,14
1956,殖やす,ふやす,殖,ショク,ふ.える・ふ.やす,12
1957,振る,ふる,振,シン,ふ.る・ふ.れる・ふ.るう,10
1958,震える,ふるえる,震,シン,ふる.う・ふる.える・ふる.わせる・ふる.わす,15
1959,触れる,ふれる,触,ショク,ふ.れる・さわ.る・さわ,13
1960,減らす,へらす,減,ゲン,へ.る・へ.らす,12
1961,減る,へる,減,ゲン,へ.る・へ.らす,12
1962,吠える,ほえる,吠,ハイ・ベイ,ほえ.る・ほ.える,7
1963,微笑む,ほほえむ,微,ビ,かす.か,13
1963,微笑む,ほほえむ,笑,ショウ,わら.う・え.む,10
1964,任せる,まかせる,任,ニン,まか.せる・まか.す,6
1965,巻く,まく,巻,カン・ケン,ま.く・まき・ま.き,9
1966,蒔く,まく,蒔,シ・ジ,う.える・ま.く,13
1967,撒く,まく,撒,サン・サツ,ま.く,15
1968,混ざる,まざる,混,コン,ま.じる・-ま.じり・ま.ざる・ま.ぜる・こ.む,11
1969,交ざる,まざる,交,コウ,まじ.わる・まじ.える・ま.じる・まじ.る・ま.ざる・ま.ぜる・-か.う・か.わす・かわ.す・こもごも,6
1970,混じる,まじる,混,コン,ま.じる・-ま.じり・ま.ざる・ま.ぜる・こ.む,11
1971,交じる,まじる,交,コウ,まじ.わる・まじ.える・ま.じる・まじ.る・ま.ざる・ま.ぜる・-か.う・か.わす・かわ.す・こもごも,6
1972,増す,ます,増,ゾウ,ま.す・ま.し・ふ.える・ふ.やす,14
1974,混ぜる,まぜる,混,コン,ま.じる・-ま.じり・ま.ざる・ま.ぜる・こ.む,11
1975,交ぜる,まぜる,交,コウ,まじ.わる・まじ.える・ま.じる・まじ.る・ま.ざる・ま.ぜる・-か.う・か.わす・かわ.す・こもごも,6
1976,学ぶ,まなぶ,学,ガク,まな.ぶ,8
1977,招く,まねく,招,ショウ,まね.く,8
1978,裂ける,さける,裂,レツ,さ.く・さ.ける・-ぎ.れ,12
1979,裁く,さばく,裁,サイ,た.つ・さば.く,12
1980,擦る,する,擦,サツ,す.る・す.れる・-ず.れ・こす.る・こす.れる,17
1981,沿う,そう,沿,エン,そ.う・-ぞ.い,8
1982,添う,そう,添,テン,そ.える・そ.う,11
1983,高まる,たかまる,高,コウ,たか.い・たか・-だか・たか.まる・たか.める,10
1984,断つ,たつ,断,ダン,た.つ・ことわ.る・さだ.める,11
1985,接ぐ,つぐ,接,セツ・ショウ,つ.ぐ,11
1986,継ぐ,つぐ,継,ケイ,つ.ぐ・まま-,13
1987,摘む,つむ,摘,テキ,つ.む,14
1988,強まる,つよまる,強,キョウ・ゴウ,つよ.い・つよ.まる・つよ.める・し.いる・こわ.い,11
1989,強める,つよめる,強,キョウ・ゴウ,つよ.い・つよ.まる・つよ.める・し.いる・こわ.い,11
1990,問う,とう,問,モン,と.う・と.い・とん,11
1991,説く,とく,説,セツ・ゼイ,と.く,14
1992,綴じる,とじる,綴,テイ・テツ・テチ・ゲツ,と.じる・つづ.る・つづり・すみ.やか,14
1993,慣らす,ならす,慣,カン,な.れる・な.らす,14
1994,馴らす,ならす,馴,ジュン・シュン・クン,な.れる・な.らす・したが.う,13
1995,臨む,のぞむ,臨,リン,のぞ.む,18
1996,映える,はえる,映,エイ,うつ.る・うつ.す・は.える・-ば.え,9
1997,諮る,はかる,諮,シ,はか.る,16
1998,図る,はかる,図,ズ・ト,え・はか.る,7
1999,生やす,はやす,生,セイ・ショウ,い.きる・い.かす・い.ける・う.まれる・うま.れる・う.まれ・うまれ・う.む・お.う・は.える・は.やす・き・なま・なま-・な.る・な.す・む.す・-う,5
2000,広まる,ひろまる,広,コウ,ひろ.い・ひろ.まる・ひろ.める・ひろ.がる・ひろ.げる,5
2001,深める,ふかめる,深,シン,ふか.い・-ぶか.い・ふか.まる・ふか.める・み-,11
2002,経る,へる,経,ケイ・キョウ・キン,へ.る・た.つ・たていと・はか.る・のり,11
2003,見掛ける,みかける,見,ケン,み.る・み.える・み.せる,7
2003,見掛ける,みかける,掛,カイ・ケイ,か.ける・-か.ける・か.け・-か.け・-が.け・か.かる・-か.かる・-が.かる・か.かり・-が.かり・かかり・-がかり,11
