kanji,reading,level,pos,meaning_en
今日,こんにち,N3,n,"""today"""
婚約,こんやく,N3,n,"""engagement"""
混乱,こんらん,N3,n,"""disorder"""
差,さ,N3,n,"""difference"""
サービス,サービス,N3,n,"""service"""
際,さい,N3,n,"""occasion"""
財産,ざいさん,N3,n,"""property"""
最中,さいちゅう,N3,n,"""(in) the middle of"""
才能,さいのう,N3,n,"""talent"""
裁判,さいばん,N3,n,"""trial"""
材料,ざいりょう,N3,n,"""materials"""
サイン,サイン,N3,n,"""autograph"""
境,さかい,N3,n,"""border"""
盛り,さかり,N3,n,"""height (e.g. of summer)"""
作業,さぎょう,N3,n,"""work"""
作品,さくひん,N3,n,"""work (e.g. book"
作物,さくもつ,N3,n,"""crop"""
桜,さくら,N3,n,"""cherry tree"""
酒,さけ,N3,n,"""alcohol"""
座席,ざせき,N3,n,"""seat"""
札,さつ,N3,n,"""banknote"""
作家,さっか,N3,n,"""author"""
作曲,さっきょく,N3,n,"""composition (of music)"""
砂漠,さばく,N3,n,"""desert"""
差別,さべつ,N3,n,"""distinction"""
ママ,ママ,N3,n,"""mom"""
豆,まめ,N3,n,"""legume (esp. edible legumes or their seeds"
丸,まる,N3,n,"""circle"""
円,まる,N3,n,"""circle"""
万一,まんいち,N3,n,"""(unlikely event of) emergency"""
満足,まんぞく,N3,n,"""satisfaction"""
身,み,N3,n,"""one's body"""
実,み,N3,n,"""fruit"""
見送り,みおくり,N3,n,"""seeing (someone) off"""
味方,みかた,N3,n,"""friend"""
ミス,ミス,N3,n,"""mistake"""
見舞い,みまい,N3,n,"""visit (to someone affected by illness or misfortune)"""
土産,みやげ,N3,n,"""local specialty or souvenir bought as a gift while travelling"""
都,みやこ,N3,n,"""capital (esp. Kyoto"
明後日,みょうごにち,N3,n,"""day after tomorrow"""
未来,みらい,N3,n,"""(distant) future"""
魅力,みりょく,N3,n,"""charm"""
ミルク,ミルク,N3,n,"""milk"""
無,む,N3,n,"""nothing"""
向かい,むかい,N3,n,"""facing"""
迎え,むかえ,N3,n,"""meeting"""
無視,むし,N3,n,"""disregarding"""
虫歯,むしば,N3,n,"""tooth decay"""
無駄,むだ,N3,n,"""futility"""
胸,むね,N3,n,"""chest"""
芽,め,N3,n,"""sprout"""
名刺,めいし,N3,n,"""business card"""
名詞,めいし,N3,n,"""noun"""
名人,めいじん,N3,n,"""master"""
命令,めいれい,N3,n,"""order"""
迷惑,めいわく,N3,n,"""trouble"""
目上,めうえ,N3,n,"""superior"""
飯,めし,N3,n,"""cooked rice"""
メモ,メモ,N3,n,"""note"""
面,めん,N3,n,"""face"""
綿,めん,N3,n,"""cotton"""
免許,めんきょ,N3,n,"""license"""
面接,めんせつ,N3,n,"""interview (e.g. for a job)"""
面倒,めんどう,N3,n,"""trouble"""
メンバー,メンバー,N3,n,"""member"""
申し訳,もうしわけ,N3,n,"""apology"""
毛布,もうふ,N3,n,"""blanket"""
目的,もくてき,N3,n,"""purpose"""
目標,もくひょう,N3,n,"""goal"""
文字,もじ,N3,n,"""letter (of an alphabet)"""
文字,もんじ,N3,n,"""letter (of an alphabet)"""
元,もと,N3,n,"""origin"""
基,もと,N3,n,"""origin"""
素,もと,N3,n,"""origin"""
者,もの,N3,n,"""person"""
物音,ものおと,N3,n,"""noise"""
物語,ものがたり,N3,n,"""story"""
物事,ものごと,N3,n,"""things"""
模様,もよう,N3,n,"""pattern"""
文句,もんく,N3,n,"""complaint"""
役,やく,N3,n,"""role"""
訳,やく,N3,n,"""translation"""
役割,やくわり,N3,n,"""part"""
家賃,やちん,N3,n,"""rent"""
宿,やど,N3,n,"""lodging"""
屋根,やね,N3,n,"""roof"""
勇気,ゆうき,N3,n,"""courage"""
友好,ゆうこう,N3,n,"""friendship"""
優勝,ゆうしょう,N3,n,"""overall victory"""
友情,ゆうじょう,N3,n,"""friendship"""
友人,ゆうじん,N3,n,"""friend"""
郵便,ゆうびん,N3,n,"""mail service"""
ユーモア,ユーモア,N3,n,"""humor"""
床,ゆか,N3,n,"""floor"""
夜,よ,N3,n,"""night"""
夜明け,よあけ,N3,n,"""dawn"""
容器,ようき,N3,n,"""container"""
要求,ようきゅう,N3,n,"""demand"""
用心,ようじん,N3,n,"""care"""
様子,ようす,N3,n,"""state (of affairs)"""
要素,ようそ,N3,n,"""component"""
要点,ようてん,N3,n,"""gist"""
曜日,ようび,N3,n,"""day of the week"""
予期,よき,N3,n,"""expectation"""
予算,よさん,N3,n,"""estimate (of costs)"""
予測,よそく,N3,n,"""prediction"""
ヨット,ヨット,N3,n,"""yacht (esp. a sailing boat with one mast)"""
夜中,よなか,N3,n,"""middle of the night"""
予報,よほう,N3,n,"""forecast"""
予防,よぼう,N3,n,"""prevention"""
読み,よみ,N3,n,"""reading"""
嫁,よめ,N3,n,"""bride"""
余裕,よゆう,N3,n,"""surplus"""
喜び,よろこび,N3,n,"""joy"""
四,よん,N3,num,"""four"""
ライター,ライター,N3,n,"""lighter"""
楽,らく,N3,n,"""comfort"""
ラケット,ラケット,N3,n,"""racket"""
利益,りえき,N3,n,"""profit"""
理解,りかい,N3,n,"""understanding"""
陸,りく,N3,n,"""land"""
離婚,りこん,N3,n,"""divorce"""
理想,りそう,N3,n,"""ideal"""
率,りつ,N3,n,"""rate"""
留学,りゅうがく,N3,n,"""studying abroad"""
流行,りゅうこう,N3,n,"""fashion"""
量,りょう,N3,n,"""quantity"""
寮,りょう,N3,n,"""hostel"""
両替,りょうがえ,N3,n,"""change"""
料金,りょうきん,N3,n,"""fee"""
例,れい,N3,n,"""example"""
礼,れい,N3,n,"""thanks"""
例外,れいがい,N3,n,"""exception"""
礼儀,れいぎ,N3,n,"""manners"""
冷静,れいせい,N3,n,"""calmness"""
列,れつ,N3,n,"""row"""
列車,れっしゃ,N3,n,"""train"""
レベル,レベル,N3,n,"""level"""
連想,れんそう,N3,n,"""association (of ideas)"""
連続,れんぞく,N3,n,"""continuation"""
老人,ろうじん,N3,n,"""old person"""
労働,ろうどう,N3,n,"""labor"""
ロケット,ロケット,N3,n,"""rocket"""
論争,ろんそう,N3,n,"""dispute"""
論文,ろんぶん,N3,n,"""thesis"""
輪,わ,N3,n,"""ring"""
ワイン,ワイン,N3,n,"""wine"""
別れ,わかれ,N3,n,"""parting"""
脇,わき,N3,n,"""armpit"""
綿,わた,N3,n,"""cotton plant (Gossypium spp.)"""
話題,わだい,N3,n,"""topic"""
笑い,わらい,N3,n,"""laugh"""
悪口,わるくち,N3,n,"""(verbal) abuse"""
湾,わん,N3,n,"""bay"""
椀,わん,N3,n,"""bowl (wooden)"""
碗,わん,N3,n,"""bowl (ceramic"
悪,あく,N3,n,"""evil"""
当り,あたり,N3,n,"""hit"""
アップ,アップ,N3,n,"""rise"""
アンケート,アンケート,N3,n,"""questionnaire"""
異,い,N3,n,"""difference (of opinion)"""
意,い,N3,n,"""feelings"""
医院,いいん,N3,n,"""doctor's office"""
怒り,いかり,N3,n,"""anger"""
意地,いじ,N3,n,"""stubbornness"""
一帯,いったい,N3,n,"""whole area"""
異動,いどう,N3,n,"""(personnel) change"""
衣料,いりょう,N3,n,"""clothing"""
渦,うず,N3,n,"""whirlpool"""
縁,えん,N3,n,"""fate"""
尾,お,N3,n,"""tail (of an animal)"""
遅れ,おくれ,N3,n,"""delay"""
教え,おしえ,N3,n,"""teaching"""
驚き,おどろき,N3,n,"""surprise"""
角,かく,N3,n,"""angle"""
核,かく,N3,n,"""stone (of a fruit)"""
格,かく,N3,n,"""status"""
学歴,がくれき,N3,n,"""academic background"""
課題,かだい,N3,n,"""subject"""
片付け,かたづけ,N3,n,"""tidying up"""
加味,かみ,N3,n,"""seasoning"""
借り,かり,N3,n,"""borrowing"""
狩り,かり,N3,n,"""hunting"""
管,かん,N3,n,"""pipe"""
癌,がん,N3,n,"""cancer"""
刊行,かんこう,N3,n,"""publication"""
慣行,かんこう,N3,n,"""customary practice"""
歓声,かんせい,N3,n,"""cheer"""
官僚,かんりょう,N3,n,"""bureaucrat"""
器官,きかん,N3,n,"""organ"""
季刊,きかん,N3,n,"""quarterly publication"""
起源,きげん,N3,n,"""origin"""
機構,きこう,N3,n,"""mechanism"""
規制,きせい,N3,n,"""regulation"""
丘陵,きゅうりょう,N3,n,"""hill"""
協議,きょうぎ,N3,n,"""conference"""
享受,きょうじゅ,N3,n,"""enjoyment (of freedom"
協調,きょうちょう,N3,n,"""cooperation"""
切り,きり,N3,n,"""end"""
菌,きん,N3,n,"""fungus"""
近視,きんし,N3,n,"""myopia"""
苦,く,N3,n,"""pain"""
群,ぐん,N3,n,"""group"""
刑,けい,N3,n,"""penalty"""
経緯,けいい,N3,n,"""details"""
計器,けいき,N3,n,"""meter"""
契機,けいき,N3,n,"""opportunity"""
携帯,けいたい,N3,n,"""carrying (on one's person or in the hand)"""
形態,けいたい,N3,n,"""form"""
血管,けっかん,N3,n,"""blood vessel"""
決行,けっこう,N3,n,"""doing (with resolve)"""
件,けん,N3,n,"""matter"""
減少,げんしょう,N3,n,"""decrease"""
公演,こうえん,N3,n,"""public performance"""
後悔,こうかい,N3,n,"""regret"""
航海,こうかい,N3,n,"""(sea) voyage"""
拘束,こうそく,N3,n,"""restriction"""
荒廃,こうはい,N3,n,"""ruin"""
降伏,こうふく,N3,n,"""surrender"""
興奮,こうふん,N3,n,"""excitement"""
語句,ごく,N3,n,"""words and phrases"""
個々,ここ,N3,n,"""individual"""
故人,こじん,N3,n,"""the deceased"""
小銭,こぜに,N3,n,"""small change"""
コンテスト,コンテスト,N3,n,"""contest"""
採集,さいしゅう,N3,n,"""collecting"""
作,さく,N3,n,"""work (e.g. of art)"""
策,さく,N3,n,"""plan"""
設備,せつび,N3,n,"""equipment"""
絶滅,ぜつめつ,N3,n,"""extinction"""
節約,せつやく,N3,n,"""economising"""
善,ぜん,N3,n,"""good"""
全員,ぜんいん,N3,n,"""all members"""
専攻,せんこう,N3,n,"""major subject"""
全国,ぜんこく,N3,n,"""the whole country"""
洗剤,せんざい,N3,n,"""detergent"""
先日,せんじつ,N3,n,"""the other day"""
前者,ぜんしゃ,N3,n,"""the former"""
選手,せんしゅ,N3,n,"""player (of a sport)"""
全身,ぜんしん,N3,n,"""whole (body)"""
前進,ぜんしん,N3,n,"""advance"""
センター,センター,N3,n,"""centre"""
全体,ぜんたい,N3,n,"""whole"""
選択,せんたく,N3,n,"""choice"""
宣伝,せんでん,N3,n,"""publicity"""
象,ぞう,N3,n,"""elephant (Elephantidae spp.)"""
騒音,そうおん,N3,n,"""noise"""
増加,ぞうか,N3,n,"""increase"""
操作,そうさ,N3,n,"""operation"""
想像,そうぞう,N3,n,"""imagination"""
相続,そうぞく,N3,n,"""succession"""
装置,そうち,N3,n,"""equipment"""
相当,そうとう,N3,n,"""corresponding to (in meaning"
速度,そくど,N3,n,"""speed"""
底,そこ,N3,n,"""bottom"""
組織,そしき,N3,n,"""organization"""
袖,そで,N3,n,"""sleeve"""
蕎麦,そば,N3,n,"""buckwheat (Fagopyrum esculentum)"""
ソファー,ソファー,N3,n,"""sofa"""
損,そん,N3,n,"""loss"""
損害,そんがい,N3,n,"""damage"""
尊敬,そんけい,N3,n,"""respect"""
存在,そんざい,N3,n,"""existence"""
尊重,そんちょう,N3,n,"""respect"""
田,た,N3,n,"""rice field"""
対,たい,N3,n,"""versus"""
題,だい,N3,n,"""title"""
体育,たいいく,N3,n,"""physical education"""
体温,たいおん,N3,n,"""body temperature"""
大会,たいかい,N3,n,"""mass meeting"""
大気,たいき,N3,n,"""atmosphere"""
代金,だいきん,N3,n,"""price"""
滞在,たいざい,N3,n,"""stay"""
大使,たいし,N3,n,"""ambassador"""
体重,たいじゅう,N3,n,"""(body) weight"""
対象,たいしょう,N3,n,"""target"""
対照,たいしょう,N3,n,"""contrast"""
大臣,だいじん,N3,n,"""cabinet minister"""
大戦,たいせん,N3,n,"""great war"""
態度,たいど,N3,n,"""attitude"""
大統領,だいとうりょう,N3,n,"""president (of a country)"""
大半,たいはん,N3,n,"""majority"""
代表,だいひょう,N3,n,"""representation"""
大部分,だいぶぶん,N3,n,"""most part"""
タイプライター,タイプライター,N3,n,"""typewriter"""
逮捕,たいほ,N3,n,"""arrest"""
題名,だいめい,N3,n,"""title"""
ダイヤ,ダイヤ,N3,n,"""diamond"""
太陽,たいよう,N3,n,"""Sun"""
代理,だいり,N3,n,"""representation"""
大陸,たいりく,N3,n,"""continent"""
タオル,タオル,N3,n,"""towel"""
互い,たがい,N3,n,"""each other"""
宝,たから,N3,n,"""treasure"""
宅,たく,N3,n,"""house"""
戦い,たたかい,N3,n,"""battle"""
立場,たちば,N3,n,"""position"""
谷,たに,N3,n,"""valley"""
他人,たにん,N3,n,"""another person"""
種,たね,N3,n,"""seed (e.g. of a plant)"""
束,たば,N3,n,"""bundle"""
足袋,たび,N3,n,"""tabi"""
度,たび,N3,n,"""time (three times"
旅,たび,N3,n,"""travel"""
玉,たま,N3,n,"""ball"""
球,たま,N3,n,"""ball"""
弾,たま,N3,n,"""ball"""
試し,ためし,N3,n,"""trial"""
便り,たより,N3,n,"""news"""
段,だん,N3,n,"""step"""
単位,たんい,N3,n,"""unit"""
単語,たんご,N3,n,"""word"""
男子,だんし,N3,n,"""boy"""
誕生,たんじょう,N3,n,"""birth (of a person)"""
ダンス,ダンス,N3,n,"""dance"""
団体,だんたい,N3,n,"""group"""
担当,たんとう,N3,n,"""being in charge (of an area of responsibility)"""
地,ち,N3,n,"""earth"""
地位,ちい,N3,n,"""(social) position"""
地域,ちいき,N3,n,"""area"""
チーズ,チーズ,N3,n,"""cheese"""
チーム,チーム,N3,n,"""team"""
知恵,ちえ,N3,n,"""wisdom"""
地下,ちか,N3,n,"""underground"""
違い,ちがい,N3,n,"""difference"""
地球,ちきゅう,N3,n,"""Earth"""
地区,ちく,N3,n,"""district"""
遅刻,ちこく,N3,n,"""lateness"""
知事,ちじ,N3,n,"""prefectural governor"""
知識,ちしき,N3,n,"""knowledge"""
父親,ちちおや,N3,n,"""father"""
知能,ちのう,N3,n,"""intelligence"""
地平線,ちへいせん,N3,n,"""horizon (related to land)"""
地方,ちほう,N3,n,"""district"""
茶,ちゃ,N3,n,"""tea"""
チャンス,チャンス,N3,n,"""chance"""
中,ちゅう,N3,n,"""medium (size)"""
注,ちゅう,N3,n,"""annotation"""
中央,ちゅうおう,N3,n,"""centre"""
中学,ちゅうがく,N3,n,"""junior high school"""
中止,ちゅうし,N3,n,"""interruption"""
駐車,ちゅうしゃ,N3,n,"""parking (a vehicle)"""
昼食,ちゅうしょく,N3,n,"""lunch"""
中心,ちゅうしん,N3,n,"""center"""
注目,ちゅうもく,N3,n,"""notice"""
注文,ちゅうもん,N3,n,"""order (for an item)"""
調査,ちょうさ,N3,n,"""investigation"""
調子,ちょうし,N3,n,"""tune"""
頂上,ちょうじょう,N3,n,"""top"""
貯金,ちょきん,N3,n,"""putting money aside"""
著者,ちょしゃ,N3,n,"""author (usu. of a particular book)"""
通過,つうか,N3,n,"""passing through (a tunnel"
通貨,つうか,N3,n,"""currency"""
通学,つうがく,N3,n,"""commuting to school"""
通勤,つうきん,N3,n,"""commuting to work"""
通行,つうこう,N3,n,"""passage (of people or vehicles)"""
通信,つうしん,N3,n,"""correspondence"""
通訳,つうやく,N3,n,"""interpretation (i.e. oral translation)"""
疲れ,つかれ,N3,n,"""tiredness"""
付き合い,つきあい,N3,n,"""association"""
土,つち,N3,n,"""earth"""
続き,つづき,N3,n,"""continuation"""
包み,つつみ,N3,n,"""bundle"""
勤め,つとめ,N3,n,"""service"""
務め,つとめ,N3,n,"""service"""
翼,つばさ,N3,n,"""wing"""
罪,つみ,N3,n,"""crime"""
梅雨,つゆ,N3,n,"""(East Asian) rainy season (in Japan"
釣,つり,N3,n,"""fishing"""
連れ,つれ,N3,n,"""companion"""
出,で,N3,n,"""coming out"""
出会い,であい,N3,n,"""meeting"""
出合い,であい,N3,n,"""meeting"""
提案,ていあん,N3,n,"""proposal"""
定期,ていき,N3,n,"""fixed period"""
抵抗,ていこう,N3,n,"""resistance"""
提出,ていしゅつ,N3,n,"""presentation (of documents)"""
停電,ていでん,N3,n,"""power outage"""
程度,ていど,N3,n,"""degree"""
停留所,ていりゅうじょ,N3,n,"""stop (bus"
デート,デート,N3,n,"""date (with someone)"""
敵,てき,N3,n,"""opponent"""
出来事,できごと,N3,n,"""occurrence"""
適用,てきよう,N3,n,"""application (of a rule"
手品,てじな,N3,n,"""magic (illusion)"""
鉄,てつ,N3,n,"""iron (Fe)"""
哲学,てつがく,N3,n,"""philosophy"""
手伝い,てつだい,N3,n,"""helper"""
徹底,てってい,N3,n,"""thoroughness"""
鉄道,てつどう,N3,n,"""railroad"""
徹夜,てつや,N3,n,"""staying up all night"""
手間,てま,N3,n,"""time"""
デモ,デモ,N3,n,"""demonstration"""
典型,てんけい,N3,n,"""type"""
天候,てんこう,N3,n,"""weather"""
電子,でんし,N3,n,"""electron"""
テント,テント,N3,n,"""tent"""
伝統,でんとう,N3,n,"""tradition"""
天然,てんねん,N3,n,"""nature"""
問い,とい,N3,n,"""question"""
党,とう,N3,n,"""party (political)"""
塔,とう,N3,n,"""tower"""
答案,とうあん,N3,n,"""examination paper"""
銅貨,どうか,N3,n,"""copper coin"""
当時,とうじ,N3,n,"""at that time"""
動詞,どうし,N3,n,"""verb"""
同時,どうじ,N3,n,"""same time"""
到着,とうちゃく,N3,n,"""arrival"""
道徳,どうとく,N3,n,"""morals"""
投票,とうひょう,N3,n,"""voting"""
東洋,とうよう,N3,n,"""the East"""
童謡,どうよう,N3,n,"""children's song"""
同僚,どうりょう,N3,n,"""coworker"""
道路,どうろ,N3,n,"""road"""
都会,とかい,N3,n,"""city"""
毒,どく,N3,n,"""poison"""
得意,とくい,N3,n,"""satisfaction"""
読書,どくしょ,N3,n,"""reading (books)"""
特徴,とくちょう,N3,n,"""feature"""
特長,とくちょう,N3,n,"""strong point"""
独特,どくとく,N3,n,"""peculiarity"""
独立,どくりつ,N3,n,"""independence"""
登山,とざん,N3,n,"""mountain climbing"""
都市,とし,N3,n,"""town"""
年月,としつき,N3,n,"""months and years"""
図書,としょ,N3,n,"""books"""
年寄,としより,N3,n,"""old person"""
途端,とたん,N3,n,"""just (now"
土地,とち,N3,n,"""plot of land"""
トップ,トップ,N3,n,"""top"""
友,とも,N3,n,"""friend"""
虎,とら,N3,n,"""tiger (Panthera tigris)"""
ドライブ,ドライブ,N3,n,"""drive"""
トラック,トラック,N3,n,"""truck"""
ドラマ,ドラマ,N3,n,"""(non-documentary) television series"""
トランプ,トランプ,N3,n,"""(Western) playing cards"""
努力,どりょく,N3,n,"""effort"""
トレーニング,トレーニング,N3,n,"""training (for a skill"
ドレス,ドレス,N3,n,"""dress"""
泥,どろ,N3,n,"""mud"""
トン,トン,N3,n,"""dot (in Morse code)"""
トンネル,トンネル,N3,n,"""tunnel"""
名,な,N3,n,"""name"""
内容,ないよう,N3,n,"""contents"""
仲,なか,N3,n,"""relation"""
半ば,なかば,N3,n,"""middle"""
仲間,なかま,N3,n,"""companion"""
中身,なかみ,N3,n,"""contents"""
中味,なかみ,N3,n,"""contents"""
眺め,ながめ,N3,n,"""scene"""
流れ,ながれ,N3,n,"""flow (of a fluid or gas)"""
無し,なし,N3,n,"""without"""
謎,なぞ,N3,n,"""riddle"""
納得,なっとく,N3,n,"""consent"""
鍋,なべ,N3,n,"""pan"""
波,なみ,N3,n,"""wave"""
涙,なみだ,N3,n,"""tear"""
縄,なわ,N3,n,"""rope"""
日,にち,N3,n,"""Sunday"""
日光,にっこう,N3,n,"""sunlight"""
日中,にっちゅう,N3,n,"""daytime"""
日本,にっぽん,N3,n,"""Japan"""
日本,にほん,N3,n,"""Japan"""
入場,にゅうじょう,N3,n,"""entrance"""
人気,にんき,N3,n,"""popularity"""
人間,にんげん,N3,n,"""human being"""
布,ぬの,N3,n,"""cloth"""
根,ね,N3,n,"""root (of a plant)"""
値,ね,N3,n,"""price"""
願い,ねがい,N3,n,"""desire"""
鼠,ねずみ,N3,n,"""mouse"""
熱帯,ねったい,N3,n,"""tropics"""
熱中,ねっちゅう,N3,n,"""being enthusiastic about"""
年間,ねんかん,N3,n,"""(period of) a year"""
年月,ねんげつ,N3,n,"""months and years"""
年中,ねんじゅう,N3,n,"""whole year"""
年代,ねんだい,N3,n,"""age"""
年齢,ねんれい,N3,n,"""age"""
野,の,N3,n,"""plain"""
能,のう,N3,n,"""talent"""
農家,のうか,N3,n,"""farmer"""
農業,のうぎょう,N3,n,"""agriculture"""
農民,のうみん,N3,n,"""farmer"""
能力,のうりょく,N3,n,"""ability"""
軒,のき,N3,n,"""eaves"""
残り,のこり,N3,n,"""remainder"""
望み,のぞみ,N3,n,"""wish"""
後,のち,N3,n,"""later"""
ノック,ノック,N3,n,"""knock"""
場,ば,N3,n,"""place"""
パーセント,パーセント,N3,n,"""percent"""
灰,はい,N3,n,"""ash"""
梅雨,ばいう,N3,n,"""(East Asian) rainy season (in Japan"
バイオリン,バイオリン,N3,n,"""violin"""
ハイキング,ハイキング,N3,n,"""hiking"""
配達,はいたつ,N3,n,"""delivery"""
パイプ,パイプ,N3,n,"""pipe"""
俳優,はいゆう,N3,n,"""actor"""
パイロット,パイロット,N3,n,"""pilot"""
墓,はか,N3,n,"""grave"""
馬鹿,ばか,N3,n,"""idiot"""
博士,はかせ,N3,n,"""expert"""
拍手,はくしゅ,N3,n,"""clapping hands"""
爆発,ばくはつ,N3,n,"""explosion"""
博物館,はくぶつかん,N3,n,"""museum"""
破産,はさん,N3,n,"""bankruptcy"""
端,はし,N3,n,"""end (e.g. of street)"""
始まり,はじまり,N3,n,"""origin"""
パス,パス,N3,n,"""passing (an examination"
パスポート,パスポート,N3,n,"""passport"""
旗,はた,N3,n,"""flag"""
肌,はだ,N3,n,"""skin"""
裸,はだか,N3,n,"""nakedness"""
畑,はたけ,N3,n,"""field (for growing wheat"
働き,はたらき,N3,n,"""work"""
バッグ,バッグ,N3,n,"""bag"""
発見,はっけん,N3,n,"""discovery"""
発行,はっこう,N3,n,"""publication (of a newspaper"
発車,はっしゃ,N3,n,"""departure (of a train"
発射,はっしゃ,N3,n,"""firing (esp. a rocket or missile)"""
発達,はったつ,N3,n,"""development"""
発展,はってん,N3,n,"""development"""
発表,はっぴょう,N3,n,"""announcement"""
発明,はつめい,N3,n,"""invention"""
羽,はね,N3,n,"""feather"""
羽根,はね,N3,n,"""feather"""
幅,はば,N3,n,"""width"""
母親,ははおや,N3,n,"""mother"""
場面,ばめん,N3,n,"""scene"""
腹,はら,N3,n,"""abdomen"""
原,はら,N3,n,"""field"""
バランス,バランス,N3,n,"""balance"""
針,はり,N3,n,"""needle"""
範囲,はんい,N3,n,"""extent"""
反抗,はんこう,N3,n,"""opposition"""
犯罪,はんざい,N3,n,"""crime"""
反省,はんせい,N3,n,"""reflection"""
判断,はんだん,N3,n,"""judgment"""
犯人,はんにん,N3,n,"""offender"""
販売,はんばい,N3,n,"""sale"""
灯,ひ,N3,n,"""light"""
ビール,ビール,N3,n,"""beer"""
被害,ひがい,N3,n,"""(suffering) damage"""
比較,ひかく,N3,n,"""comparison"""
ピクニック,ピクニック,N3,n,"""picnic"""
悲劇,ひげき,N3,n,"""tragedy"""
飛行,ひこう,N3,n,"""flight"""
膝,ひざ,N3,n,"""knee"""
非常,ひじょう,N3,n,"""emergency"""
美人,びじん,N3,n,"""beautiful woman"""
額,ひたい,N3,n,"""forehead"""
日付,ひづけ,N3,n,"""date"""
引越し,ひっこし,N3,n,"""moving (dwelling"
否定,ひてい,N3,n,"""denial"""
ビデオ,ビデオ,N3,n,"""video (esp. a televised image)"""
一言,ひとこと,N3,n,"""single word"""
人込み,ひとごみ,N3,n,"""crowd of people"""
独り,ひとり,N3,n,"""one person"""
批判,ひはん,N3,n,"""criticism"""
批評,ひひょう,N3,n,"""criticism"""
秘密,ひみつ,N3,n,"""secret"""
紐,ひも,N3,n,"""string"""
費用,ひよう,N3,n,"""cost"""
表,ひょう,N3,n,"""table"""
秒,びょう,N3,n,"""second (unit of time)"""
評価,ひょうか,N3,n,"""valuation"""
表現,ひょうげん,N3,n,"""expression"""
表情,ひょうじょう,N3,n,"""facial expression"""
平等,びょうどう,N3,n,"""equality"""
評判,ひょうばん,N3,n,"""reputation"""
表面,ひょうめん,N3,n,"""surface"""
品,ひん,N3,n,"""elegance"""
瓶,びん,N3,n,"""bottle"""
便,びん,N3,n,"""flight (e.g. airline flight)"""
ピン,ピン,N3,n,"""pin (e.g. hairpin"
分,ぶ,N3,num,"""one-tenth"""
不安,ふあん,N3,n,"""anxiety"""
風景,ふうけい,N3,n,"""scenery"""
夫婦,ふうふ,N3,n,"""married couple"""
笛,ふえ,N3,n,"""flute"""
武器,ぶき,N3,n,"""weapon"""
服装,ふくそう,N3,n,"""attire"""
袋,ふくろ,N3,n,"""bag"""
不幸,ふこう,N3,n,"""unhappiness"""
節,ふし,N3,n,"""joint"""
無事,ぶじ,N3,n,"""safety"""
不自由,ふじゆう,N3,n,"""discomfort"""
夫人,ふじん,N3,n,"""wife"""
婦人,ふじん,N3,n,"""woman"""
不正,ふせい,N3,n,"""injustice"""
不足,ふそく,N3,n,"""insufficiency"""
舞台,ぶたい,N3,n,"""stage (of a theatre"
双子,ふたご,N3,n,"""twins"""
縁,ふち,N3,n,"""rim"""
不通,ふつう,N3,n,"""suspension"""
物価,ぶっか,N3,n,"""prices of commodities"""
物質,ぶっしつ,N3,n,"""material"""
物理,ぶつり,N3,n,"""laws of nature"""
筆,ふで,N3,n,"""writing brush"""
部分,ぶぶん,N3,n,"""portion"""
不平,ふへい,N3,n,"""discontent"""
不満,ふまん,N3,n,"""dissatisfaction"""
プラス,プラス,N3,n,"""plus"""
プラスチック,プラスチック,N3,n,"""plastic"""
プラン,プラン,N3,n,"""plan"""
不利,ふり,N3,n,"""disadvantage"""
ブレーキ,ブレーキ,N3,n,"""brake"""
プロ,プロ,N3,n,"""professional"""
分,ぶん,N3,n,"""part"""
文,ぶん,N3,n,"""sentence"""
雰囲気,ふんいき,N3,n,"""atmosphere"""
分析,ぶんせき,N3,n,"""analysis"""
文明,ぶんめい,N3,n,"""civilization"""
分野,ぶんや,N3,n,"""field"""
塀,へい,N3,n,"""wall"""
平均,へいきん,N3,n,"""average"""
平和,へいわ,N3,n,"""peace"""
ベルト,ベルト,N3,n,"""belt (worn around the waist)"""
変化,へんか,N3,n,"""change"""
変更,へんこう,N3,n,"""change"""
ベンチ,ベンチ,N3,n,"""bench"""
弁当,べんとう,N3,n,"""bento"""
方,ほう,N3,n,"""direction"""
法,ほう,N3,n,"""law"""
棒,ぼう,N3,n,"""pole"""
冒険,ぼうけん,N3,n,"""adventure"""
方向,ほうこう,N3,n,"""direction"""
報告,ほうこく,N3,n,"""report"""
宝石,ほうせき,N3,n,"""gem"""
包装,ほうそう,N3,n,"""packing"""
方法,ほうほう,N3,n,"""method"""
訪問,ほうもん,N3,n,"""call"""
ボーイ,ボーイ,N3,n,"""boy"""
ボート,ボート,N3,n,"""boat"""
ホーム,ホーム,N3,n,"""platform"""
ボール,ボール,N3,n,"""ball"""
他,ほか,N3,n,"""another place"""
誇り,ほこり,N3,n,"""pride"""
埃,ほこり,N3,n,"""dust"""
保証,ほしょう,N3,n,"""guarantee"""
保存,ほぞん,N3,n,"""preservation"""
歩道,ほどう,N3,n,"""footpath"""
仏,ほとけ,N3,n,"""Buddha"""
骨,ほね,N3,n,"""bone"""
炎,ほのお,N3,n,"""flame"""
頬,ほほ,N3,n,"""cheek (of the face)"""
頬,ほお,N3,n,"""cheek (of the face)"""
堀,ほり,N3,n,"""moat"""
濠,ほり,N3,n,"""moat"""
本当,ほんと,N3,n,"""truth"""
